2023-11-18 21:50:13,061 - root - INFO - get_person 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST2_M_Q_01.wav
2023-11-18 21:50:13,061 - root - INFO - audio_file 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST2_M_Q_01.wav
2023-11-18 21:50:13,061 - root - INFO - add_file 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST2_M_Q_01.wav
2023-11-18 21:50:13,061 - root - INFO - get_person 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST_M_A_01.wav
2023-11-18 21:50:13,061 - root - INFO - audio_file 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST_M_A_01.wav
2023-11-18 21:50:13,061 - root - INFO - add_file 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST_M_A_01.wav
2023-11-18 21:50:13,061 - root - INFO - get_person 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/AI_M_Q_02.wav
2023-11-18 21:50:13,061 - root - INFO - audio_file 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/AI_M_Q_02.wav
2023-11-18 21:50:13,061 - root - INFO - add_file 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/AI_M_Q_02.wav
2023-11-18 21:50:13,061 - root - INFO - get_person 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST2_M_A_02.wav
2023-11-18 21:50:13,061 - root - INFO - audio_file 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST2_M_A_02.wav
2023-11-18 21:50:13,061 - root - INFO - add_file 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST2_M_A_02.wav
2023-11-18 21:50:13,061 - root - INFO - get_person 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST2_M_I_02.wav
2023-11-18 21:50:13,061 - root - INFO - audio_file 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST2_M_I_02.wav
2023-11-18 21:50:13,061 - root - INFO - add_file 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST2_M_I_02.wav
2023-11-18 21:50:13,061 - root - INFO - get_person 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST2_M_Q_02.wav
2023-11-18 21:50:13,061 - root - INFO - audio_file 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST2_M_Q_02.wav
2023-11-18 21:50:13,061 - root - INFO - add_file 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST2_M_Q_02.wav
2023-11-18 21:50:13,061 - root - INFO - get_person 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST_M_A_02.wav
2023-11-18 21:50:13,061 - root - INFO - audio_file 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST_M_A_02.wav
2023-11-18 21:50:13,061 - root - INFO - add_file 		 - SUCCESS for: C:\Users\giuli\Documents\GitHub\Tesi\INPUT/TEST_M_A_02.wav
2023-11-18 21:50:13,061 - root - INFO - calc_NO_ask_files 	 - SUCCESS: [{'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/0_M_Q_01.wav', 'data': 0, 'name': '0_M_Q_01', 'person': '0', 'duplicated': False}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST2_M_A_01.wav', 'data': 0, 'name': 'TEST2_M_A_01', 'person': 'TEST2', 'duplicated': False}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST2_M_I_01.wav', 'data': 0, 'name': 'TEST2_M_I_01', 'person': 'TEST2', 'duplicated': True}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST2_M_Q_01.wav', 'data': 0, 'name': 'TEST2_M_Q_01', 'person': 'TEST2', 'duplicated': True}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST_M_A_01.wav', 'data': 0, 'name': 'TEST_M_A_01', 'person': 'TEST', 'duplicated': False}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/AI_M_Q_02.wav', 'data': 0, 'name': 'AI_M_Q_02', 'person': 'AI', 'duplicated': False}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST2_M_A_02.wav', 'data': 0, 'name': 'TEST2_M_A_02', 'person': 'TEST2', 'duplicated': True}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST2_M_I_02.wav', 'data': 0, 'name': 'TEST2_M_I_02', 'person': 'TEST2', 'duplicated': True}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST2_M_Q_02.wav', 'data': 0, 'name': 'TEST2_M_Q_02', 'person': 'TEST2', 'duplicated': True}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST_M_A_02.wav', 'data': 0, 'name': 'TEST_M_A_02', 'person': 'TEST', 'duplicated': True}]
2023-11-18 21:50:13,061 - root - INFO - user_input 	 - SUCCESS: [{'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/0_M_Q_01.wav', 'data': 0, 'name': '0_M_Q_01', 'person': '0', 'duplicated': False}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST2_M_A_01.wav', 'data': 0, 'name': 'TEST2_M_A_01', 'person': 'TEST2', 'duplicated': False}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST2_M_I_01.wav', 'data': 0, 'name': 'TEST2_M_I_01', 'person': 'TEST2', 'duplicated': True}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST2_M_Q_01.wav', 'data': 0, 'name': 'TEST2_M_Q_01', 'person': 'TEST2', 'duplicated': True}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST_M_A_01.wav', 'data': 0, 'name': 'TEST_M_A_01', 'person': 'TEST', 'duplicated': False}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/AI_M_Q_02.wav', 'data': 0, 'name': 'AI_M_Q_02', 'person': 'AI', 'duplicated': False}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST2_M_A_02.wav', 'data': 0, 'name': 'TEST2_M_A_02', 'person': 'TEST2', 'duplicated': True}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST2_M_I_02.wav', 'data': 0, 'name': 'TEST2_M_I_02', 'person': 'TEST2', 'duplicated': True}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST2_M_Q_02.wav', 'data': 0, 'name': 'TEST2_M_Q_02', 'person': 'TEST2', 'duplicated': True}, {'path': 'C:\\Users\\giuli\\Documents\\GitHub\\Tesi\\INPUT/TEST_M_A_02.wav', 'data': 0, 'name': 'TEST_M_A_02', 'person': 'TEST', 'duplicated': True}]
2023-11-18 21:50:13,061 - root - INFO - get_channels 		 - SUCCESS: 1
2023-11-18 21:50:13,078 - root - INFO - get_channels 		 - SUCCESS: 1
2023-11-18 21:50:13,078 - root - INFO - check_SR_CH 		 - SUCCESS
2023-11-18 21:50:13,084 - root - INFO - get_channels 		 - SUCCESS: 1
2023-11-18 21:50:13,085 - root - INFO - get_channels 		 - SUCCESS: 1
2023-11-18 21:50:13,085 - root - INFO - get_channels 		 - SUCCESS: 1
2023-11-18 21:50:13,097 - root - INFO - get_channels 		 - SUCCESS: 1
2023-11-18 21:50:13,114 - root - INFO - get_channels 		 - SUCCESS: 1
2023-11-18 21:50:13,131 - root - INFO - get_channels 		 - SUCCESS: 1
2023-11-18 21:50:13,132 - root - INFO - get_channels 		 - SUCCESS: 1
2023-11-18 21:50:13,133 - root - INFO - get_channels 		 - SUCCESS: 1
2023-11-18 21:50:13,144 - root - INFO - get_channels 		 - SUCCESS: 1
2023-11-18 21:50:13,145 - root - INFO - get_type 		 - SUCCESS for: 0_M_Q_01
2023-11-18 21:50:13,145 - root - INFO - get_type 		 - SUCCESS for: TEST2_M_A_01
2023-11-18 21:50:13,145 - root - INFO - get_type 		 - SUCCESS for: TEST2_M_I_01
2023-11-18 21:50:13,145 - root - INFO - get_type 		 - SUCCESS for: TEST2_M_Q_01
2023-11-18 21:50:13,145 - root - INFO - get_type 		 - SUCCESS for: TEST_M_A_01
2023-11-18 21:50:13,145 - root - INFO - get_type 		 - SUCCESS for: AI_M_Q_02
2023-11-18 21:50:13,145 - root - INFO - get_type 		 - SUCCESS for: TEST2_M_A_02
2023-11-18 21:50:13,145 - root - INFO - get_type 		 - SUCCESS for: TEST2_M_I_02
2023-11-18 21:50:13,145 - root - INFO - get_type 		 - SUCCESS for: TEST2_M_Q_02
2023-11-18 21:50:13,151 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,156 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,161 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,178 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,178 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,212 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,233 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,245 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,278 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,423 - root - INFO - read_write_file 	 - SUCCESS for: OUTPUT/merged00.wav
2023-11-18 21:50:13,432 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,437 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,443 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,466 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,483 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,504 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,526 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,549 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,586 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,646 - root - INFO - read_write_file 	 - SUCCESS for: OUTPUT/merged1TEST2.wav
2023-11-18 21:50:13,659 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,665 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,671 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,685 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,700 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,723 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,745 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,767 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,797 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,871 - root - INFO - read_write_file 	 - SUCCESS for: OUTPUT/merged4TEST.wav
2023-11-18 21:50:13,884 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,889 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,895 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,917 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,934 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,964 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:13,987 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:14,012 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:14,047 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:14,148 - root - INFO - read_write_file 	 - SUCCESS for: OUTPUT/merged5AI.wav
2023-11-18 21:50:14,152 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:14,156 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:14,161 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:14,174 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:14,189 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:14,212 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:14,235 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:14,259 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:14,294 - root - INFO - concatenate 		 - SUCCESS
2023-11-18 21:50:14,420 - root - INFO - read_write_complete 	 - SUCCESS for: OUTPUT/mergedCOMPLETE.wav
